date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:09:56	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:56%20GMT	https://oldschool.runescape.com/slu?order=mAPlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slufd79.html	(from https://oldschool.runescape.com/slu?order=APlwM)
21:09:56	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:56%20GMT	https://oldschool.runescape.com/slu?order=MAPlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu4281.html	(from https://oldschool.runescape.com/slu?order=APlwM)
21:09:57	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:57%20GMT	https://oldschool.runescape.com/slu?order=apmlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu25ee.html	(from https://oldschool.runescape.com/slu?order=pmlwA)
21:09:58	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:57%20GMT	https://oldschool.runescape.com/slu?order=Apmlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu483a.html	(from https://oldschool.runescape.com/slu?order=pmlwA)
21:09:58	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:58%20GMT	https://oldschool.runescape.com/slu?order=aPmlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slua648.html	(from https://oldschool.runescape.com/slu?order=PmlwA)
21:09:59	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:58%20GMT	https://oldschool.runescape.com/slu?order=APmlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slue5a6.html	(from https://oldschool.runescape.com/slu?order=PmlwA)
21:09:59	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:09:59%20GMT	https://oldschool.runescape.com/slu?order=pamlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu8c8a.html	(from https://oldschool.runescape.com/slu?order=amlwP)
21:10:00	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:00%20GMT	https://oldschool.runescape.com/slu?order=Pamlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/sluf009-2.html	(from https://oldschool.runescape.com/slu?order=amlwP)
21:10:01	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:00%20GMT	https://oldschool.runescape.com/slu?order=pAmlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu41de.html	(from https://oldschool.runescape.com/slu?order=AmlwP)
21:10:01	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:01%20GMT	https://oldschool.runescape.com/slu?order=PAmlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slufa93.html	(from https://oldschool.runescape.com/slu?order=AmlwP)
21:10:02	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:02%20GMT	https://oldschool.runescape.com/slu?order=apMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu6922.html	(from https://oldschool.runescape.com/slu?order=pMlwA)
21:10:02	212718/212718	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:02%20GMT	https://oldschool.runescape.com/slu?order=ApMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu4d86.html	(from https://oldschool.runescape.com/slu?order=pMlwA)
21:10:03	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:03%20GMT	https://oldschool.runescape.com/slu?order=aPMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/sluee72.html	(from https://oldschool.runescape.com/slu?order=PMlwA)
21:10:04	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:03%20GMT	https://oldschool.runescape.com/slu?order=APMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu8524.html	(from https://oldschool.runescape.com/slu?order=PMlwA)
21:10:04	212716/212716	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:04%20GMT	https://oldschool.runescape.com/slu?order=paMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu3efb.html	(from https://oldschool.runescape.com/slu?order=aMlwP)
21:10:05	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:05%20GMT	https://oldschool.runescape.com/slu?order=PaMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slub923.html	(from https://oldschool.runescape.com/slu?order=aMlwP)
21:10:06	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:05%20GMT	https://oldschool.runescape.com/slu?order=pAMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu3779.html	(from https://oldschool.runescape.com/slu?order=AMlwP)
21:10:06	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:06%20GMT	https://oldschool.runescape.com/slu?order=PAMlw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slua3ff.html	(from https://oldschool.runescape.com/slu?order=AMlwP)
21:10:07	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:07%20GMT	https://oldschool.runescape.com/slu?order=mpalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/sluba01.html	(from https://oldschool.runescape.com/slu?order=palwM)
21:10:07	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:07%20GMT	https://oldschool.runescape.com/slu?order=Mpalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slub1a3.html	(from https://oldschool.runescape.com/slu?order=palwM)
21:10:08	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:08%20GMT	https://oldschool.runescape.com/slu?order=mPalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu88f1.html	(from https://oldschool.runescape.com/slu?order=PalwM)
21:10:08	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:08%20GMT	https://oldschool.runescape.com/slu?order=MPalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu22b2.html	(from https://oldschool.runescape.com/slu?order=PalwM)
21:10:09	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:09%20GMT	https://oldschool.runescape.com/slu?order=pmalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu2574.html	(from https://oldschool.runescape.com/slu?order=malwP)
21:10:10	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:09%20GMT	https://oldschool.runescape.com/slu?order=Pmalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/slu6748.html	(from https://oldschool.runescape.com/slu?order=malwP)
21:10:11	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:10%20GMT	https://oldschool.runescape.com/slu?order=pMalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/sluf7db.html	(from https://oldschool.runescape.com/slu?order=MalwP)
21:10:11	212717/212717	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2019:10:11%20GMT	https://oldschool.runescape.com/slu?order=PMalw	C:/Users/maurice.vandorst/Downloads/RSPS/OSRS%20Website/oldschool.runescape.com/sluc946.html	(from https://oldschool.runescape.com/slu?order=MalwP)
